#NSGA2
popsize 50
maxGen 500
numVar 30
numObj 2
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 500
currentGen	1
evaluateCount	50
totalTime	0.312263
firstFrontCount	11
frontCount	8
avgEvalTime	0.000201932
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Obj1	Obj2	
0.70746	0	0	0	0	0	0.0115915	0	0	0	0	0.0215329	0	0	0	0	0	0	0	0	0	0	0.0159433	0	0.000973213	0	0.020084	0	0	0	0.70746	0.171553	
0.106973	0.0712267	0.00402596	0	0	0	0	0.00420107	1.14752e-05	0	0	0.000168383	0	0	0	0	0	0	0	0	0.00344002	0.00676338	0	0	0	0	0	0	0.00248075	0	0.106973	0.696931	
0.021068	0	0.03222	0	0	0	0	0	0	0	0.00797062	0.00267279	0	0	0.00657449	0	0	0.00303378	0	0	0	0.00815646	0	0.000125043	0	0	0.00244924	0.00698198	0.0114909	0	0.021068	0.878371	
0.608757	0.00983828	0	0	0.000424484	0	0.0109494	0	0	0	0	0	0	0	0.0104917	0	0	0	0.0223858	0	2.81415e-05	0	0.0069434	0.0371027	0	0.00523406	0	0.0101066	0	0	0.608757	0.241374	
0.651605	0	0.00319975	0	0	0	0.000688851	0	3.86648e-06	0	2.33229e-06	0	0	0	0	0	0	0	0	0	0	0	0.0744946	0	0	0	0	0.00769375	0	0	0.651605	0.208783	
0.801839	0	0	0	0	0	0.00735535	0	0	0	0	0.0215329	0	0	0	0	0	0.00342178	0	0	0	0	0.0159433	0	0.00126388	0	0.020084	0	0	0	0.801839	0.116526	
0.65411	0	0.00319975	0	0	0	0	0	3.86648e-06	0	2.33229e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769375	0	0	0.65411	0.193245	
0.0426976	0	0	0	0	0.0201274	0.00240456	0	1.14752e-05	0	0.00844944	0	0	0	0	0	0	0	0.00456559	0	0	0.00103217	0.0113248	0	0	0.00473066	0	0	0	0	0.0426976	0.808023	
0.26262	0	0	0	0.000424484	0	0.0109494	0	0	0	0	0	0	0.0502941	0.0104917	0	0	0	0.0223858	0	2.81415e-05	0	0.0069434	0.0371027	0	0.00523406	0	0.0101066	0	0	0.26262	0.523216	
0.120385	0	0	0	0	0.0201274	0.00240456	0	1.14752e-05	0	0.00844944	0	0	0	0	0	0	0	0	0	0	0.00103217	0.0113248	0	0	0.00473066	0	0	0.0291203	0	0.120385	0.672862	
0.496545	0.065739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119303	0	0	0	0	0	0	0.0211782	0	0	0.496545	0.312898	
0.741633	0	0	0	0	0	0.0112192	0	2.05829e-06	0	0.00883601	0.00409248	0	0	0	0.00721801	0	0	0.00412076	0	0	0.00103217	0.000819795	0	0	0.005419	0	0	0.0105262	0	0.741633	0.148264	
0.736117	0.0411453	0.0247998	0	0	0	0	0	0	0	0.0124096	0.00267279	0	0	0	0	0	0.00303378	0	0	0	0.00815646	0	0.000125043	0.00453935	0	0	0	0	0	0.736117	0.159292	
0.0322909	0	0.00297534	0	0	0	0	0.00116646	0	0	0	0.051927	0.108781	0	0.000776057	0	0	0	0.00778069	0	0.00085633	0.00406231	0	0	0	5.79653e-06	0	0.0113633	0.00296743	0	0.0322909	0.874801	
0.2543	0	0	0	0	0	0.0036187	0.0974226	1.64202e-05	0	0	0	0	0	0	0	0	0	0.00076638	0	0	0	0.000424242	0	0	0.0289083	0	0.0042039	0	0	0.2543	0.527244	
0.0530981	0	0	0	0	0	0.0036187	0.0233976	1.64202e-05	0	0	0	0	0	0	0	0	0	0.00177821	0	0	0	0.00158955	0	0.0049809	0.0289083	0	0	0.0109488	0	0.0530981	0.790245	
0.408629	0.0151294	0	0	0	0	0.0109494	0	0.034357	0	0	0	0	0	0	0.00550832	0	0	0	0	0	0	0.00478398	0	0	0.0134989	0	0.0127659	0	0	0.408629	0.38131	
0.0820254	0	0.00297534	0	0	0	0	0.00963006	0	0	0	0.051927	0.00756658	0	0.0130022	0	0	0	0	0	0.00067663	0	0	0	0	0	0	0.0113633	0.0248693	0	0.0820254	0.746093	
0.557942	0	0	0	0	0	0.00563174	0	1.14752e-05	0	0	0	0	0	0	0.00721801	0	0	0	0	0	0.00142102	0	0	0	0.0263015	0	0	0	0	0.557942	0.260951	
0.791699	0	0	0	0	0	0.0115915	0	0	0	0	0.0215329	0	0.0211439	0	0	0	0	0	0	0	0	0.0159433	0	0.000973213	0	0.020084	0	0	0	0.791699	0.126037	
0.0530981	0	0	0	0	0	0.0036187	0.0233976	1.64202e-05	0	0	0	0	0	0	0	0	0	0.00177821	0	0	0	0.00158955	0	0.0049809	0.0289083	0	0	0.0109488	0	0.0530981	0.790245	



#Generation 160 / 500
currentGen	160
evaluateCount	8000
totalTime	14.3137
firstFrontCount	50
frontCount	1
avgEvalTime	4.28663e-05
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Obj1	Obj2	
1	0	0	0	0	0	8.1235e-05	0	1.1792e-05	0	0	0	0.00335101	0	0	0	0	0	0	0	0.000247574	0	0.0147074	0	0	0	0.0229309	0	0.00212541	0	1	0.00676565	
0	0.00327139	0	0	0	0.00257171	0	0	0	0	0	0	0	0	0	0.00132149	0	0	0	0	0	0.00103217	1.61356e-05	0	0	0.00292372	0	0	0	0	0	1.00346	
1	0	0	0	0	0	8.1235e-05	0	1.1792e-05	0	0	0	0.00335101	0	0	0	0	0	0	0	0.000247574	0	0.0147074	0	0	0	0.0229309	0	0.00212541	0	1	0.00676565	
0.0944275	0	0.00402596	0	0	0	0	0.00420107	1.14752e-05	0	0	2.21391e-05	0	0	0	0	0	0	0	0	0.00365877	0	0	0	0	0	0	0	0.00248075	0	0.0944275	0.696493	
0.021068	0	0.03222	0	0	0	0	0	0	0	0.00797062	0.00267279	0	0	0.00657449	0	0	0.00303378	0	0	0	0.00815646	0	0.000125043	0	0	0.00244924	0.00698198	0.0114909	0	0.021068	0.878371	
0.199611	0	0	0	0	0	0.00563174	0	1.14752e-05	0	0	0	0	0	0.0196397	0.00721801	0	0	0	0	0	0	0	0	0	0.0263015	0	0	0	0	0.199611	0.567412	
0.608757	0.00983828	0	0	0.000424484	0	0.0109494	0	0	0	0	0	0	0	0.0104917	0	0	0	0.0112045	0	2.81415e-05	0	0.0069434	0.0371027	0	0.00523406	0	0.00863876	0	0	0.608757	0.238955	
0.0530981	0	0	0	0	0	0.0036187	0.0233976	1.64202e-05	0	0	0	0	0	0	0	0	0	0.00160981	0	0	0	0.00158955	0	0.00284383	0.0289083	0	0	0.0109488	0	0.0530981	0.789611	
0.120385	0	0	0	0	0	0.00240456	0	1.14752e-05	0	0.00844944	0	0	0	0	0	0	0	0	0	0	0.00103217	0.0111209	0	0	0.00473066	0	0	0.0291203	0	0.120385	0.667635	
0.408629	0.0151294	0	0	0	0	0.0109494	0	0.034357	0	0	0	0	0	0	0.00550832	0	0	0	0	0	0	0.00478398	0	0	0.00196431	0.00582296	0	0	0	0.408629	0.377384	
0.2543	0	0	0	0	0	0.0036187	0.0974226	1.64202e-05	0	0	0	0	0	0	0	0	0	0.00076638	0	0	0	0.000424242	0	0	0.0289083	0	0.0042039	0	0	0.2543	0.527244	
0.202178	0	0	0.00170133	0	0	0.000157483	0	1.64202e-05	0	0	0.00947607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.50867e-05	0	0.0109488	0	0.202178	0.555744	
0.00406957	0.00032315	0	0	0	0	0	0.00423739	0	0	0	0.00223546	0	0	0	0.0017925	0	0	0	0	0.00317031	0	0	0	0	0.0171517	0	0	0	0	0.00406957	0.944894	
0.848803	0	0	0	0	0	0.00563174	0	8.29237e-07	0	0	0	0	0	0	0.00721801	0	0	0	0	0	0	0	0	0	0.00460372	0	0	0	0	0.848803	0.0816197	
0.651605	0	0.00319975	0	0	0	0.000688851	0	3.86648e-06	0	2.33229e-06	0	0.0295656	0	0	0	0	0	0	0	0	0	0	0	0	0.00201112	0	0.00769375	0	0	0.651605	0.200787	
0.55039	0.0162389	0.011615	0	0	0.00724819	0.00776906	0	0.0199769	0	0	0.0330519	0.00724039	0	0	0.00534695	0	0	0.00177511	0	0	0	0	0	0	0.0153646	0	0	0	0	0.55039	0.282781	
0.0138381	0	0	0.00141012	0	0.0197706	0	0.0155796	0	0	0	0.0192031	0	0	0	0.0506228	0	0	0	0	0	0	0	0	0.00470798	0	0.0229148	0	0.00395408	0	0.0138381	0.922747	
0.959252	0.000741922	0	0	0	0	0	0.00118842	1.1792e-05	0	0	0	0.00235059	0	0	0	0	0	0	0	0.000247574	0	0.0147074	0	0	0	0.0229309	0	0.00212541	0	0.959252	0.0276252	
0.515657	0	0	0	0	0	0.00058789	0	1.64202e-05	0	0	0.0258227	0	0	0	0	0	0	0	0	0	0	0.00990754	0	0.0503766	0.0289083	0.00220526	0.0042039	0.0109488	0	0.515657	0.308508	
0.741633	0	0	0	0	0	0.0112192	0	2.05829e-06	0	0	0	0	0	0	0.00721801	0	0	0.00412076	0	0	0.00247143	0.000819795	0	0	0	0	0	0.0105262	0	0.741633	0.145261	
0.435916	0	0	0	0	0	0	0.00362232	0	0	0.00557369	0	0	0	0	0.0273665	0	0	0	0	0	0.0136846	0	0	0	0	0	0	0	0	0.435916	0.350227	
0.0762262	0.00745352	0	0	0	0	0.00483383	0.0177611	1.64202e-05	0	0	0	0	0	0.0179074	0	0	0	0.00076638	0	0	0	0.00467924	0	0.0049809	0.0289083	0	0	0.00387885	0	0.0762262	0.748329	
0.784559	0	0.00319975	0	0	0	0.000688851	0	3.86648e-06	0	2.33229e-06	0.0298803	0.0295656	0	0	0	0	0	0	0	0	0	0	0	0	0.00153731	0.0399891	0.00769375	0	0	0.784559	0.133841	
0.585375	0.00963375	0.000518017	0	0	0	0.00343689	0.024425	0.00502512	0	0.00589884	0	0	0	0	0.00183889	0	0	0	0	0	0.0230381	0	0	0	0	0	0	0	0	0.585375	0.249096	
0.0366402	0	0	0	0	0	0.00240456	0	1.14752e-05	0	0.00844944	0	0	0	0	0	0	0	0	0	0	0.00103217	0.00558222	0	0	0.00473066	0	0	0.0291203	0	0.0366402	0.822995	
0.144501	0	0	0	0	0.0196593	0.00240456	0	1.14752e-05	0	0.00638602	0	0.00342295	0	0	0.00721801	0	0	0.00456559	0	0	0.00103217	0.000819795	0	0	0.005419	0	0	0.0112115	0	0.144501	0.635506	
0.273581	0	0	0	0	0	0.00563174	0	8.29237e-07	0	0	0	0	0	0	0.00721801	0	0	0	0	0	0	0	0	0	0.00460372	0	0	0	0	0.273581	0.480952	
0.730885	0	0	0	0	0	0.00830749	0	0	0	0	0.00137116	0	0	0.000748349	0.0273665	0	0	0	0	0.025671	0	0	0	0	0	0.0110156	0	0	0	0.730885	0.158372	
0.557942	0	0	0	0	0	0.00563174	0	0	0	0	0	0	0	0	0.00721801	0	0	0	0	0	0.00142102	0	0	0	0.0263015	0	0	0	0	0.557942	0.260949	
0.145744	0	0	0	0	0	0	0	1.14752e-05	0	0	0	0	0	0	0.00721801	0	0	0	0	0	0	0	0	0	0.00460372	0	0	0	0	0.145744	0.621208	
0.337471	0	0	0	0	0	0.000132968	0	0	0	0.00557369	0	0	0	0.000277157	0.0105148	0	0	0	0	0	0.00517368	0	0	0	0	0	0.00129673	0	0	0.337471	0.424139	
0.496545	0.065739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119303	0	0	0	0	0	0	0	0	0	0.496545	0.308615	
0.332893	0	0.00319975	0	0	0	0	0	0	0	2.33229e-06	0	0.0431801	0.0875515	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769375	0	0	0.332893	0.454441	
0.26262	0	0	0	0.000424484	0	0.0109494	0	0	0	0	0	0	0.0226042	0.0104917	0	0	0	0.0144338	0	2.81415e-05	0	0.0069434	0.0371027	0	0.00476558	0	0.0101066	0	0	0.26262	0.514822	
0.918557	0	0	0	0	0	0.000132968	0	0	0	0.00557369	0	0	0	0.000277157	0.0273665	0	0	0	0	0	0.0136846	0	0	0	0	0	0	0	0	0.918557	0.0492135	
0.358576	0	0	0	0	0	0	0.00224245	0	0	0.00557369	0	0	0	0	0.0273665	0	0	0	0	0	0.0136846	0	0	0	0	0	0	0.00288709	0	0.358576	0.41246	
0.308719	0	0	0	0	0.0201274	0.00240456	0	1.14752e-05	0	0.00844944	0.0090715	0	0	0	0.0055845	0	0	0.00456559	0	0	0	0.000819795	0	0	0.005419	0	0.0147813	0.0112115	0	0.308719	0.462899	
0.0762262	0.00745352	0	0	0	0	0.00483383	0.0177611	1.64202e-05	0	0	0	0	0	0.0179074	0	0	0	0.00076638	0	0	0	0.00467924	0	0.0049809	0.0289083	0	0	0.00387885	0	0.0762262	0.748329	
0.358576	0	0	0	0	0	0	0.00224245	0	0	0.00557369	0	0	0	0	0.0273665	0	0	0	0	0	0.0136846	0	0	0	0	0	0	0.00288709	0	0.358576	0.41246	
0.889541	0	0	0	0	0	0.000132968	0	0	0	0.00557369	0	0	0	0.000277157	0.0273665	0	0	0	0	0	0.0136846	0	0	0	0	0	0	0	0	0.889541	0.0645837	
0.145744	0	0	0	0	0	0	0	1.14752e-05	0	0	0	0	0	0	0.00721801	0	0	0	0	0	0	0	0	0	0.00460372	0	0	0	0	0.145744	0.621208	
0.465718	0	0	0	0	0.0201274	0.00240456	0	1.14752e-05	0	0.00844944	0.0090715	0	0	0	0.00721801	0	0	0.00456559	0	0	0.00103217	0.000819795	0	0	0	0	0	0.00726572	0	0.465718	0.330059	
0.689316	0.00963375	0.000518017	0	0	0	0.0044925	0.024425	0.00188469	0	0.00589884	0	0	0	0	0.00146687	0	0	0	0	0	0.0230381	0.0136343	0	0	0	0	0	0	0	0.689316	0.185248	
0.65411	0	0.00319975	0	0	0	0	0	3.86648e-06	0	2.33229e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769375	0	0	0.65411	0.193245	
0.286143	0	0	0	0	0	0.00472805	0	8.29237e-07	0	0	0	0	0	0	0.00721801	0	0	0	0	0	0	0	0	0	0.00460372	0	0	0	0	0.286143	0.468841	
0.466111	0	0	0	0	0	0	0.00173714	5.69641e-06	0	0.0165592	0	0	0.00279543	0.019425	0	0	0	0	0	0	0.000460556	0.00453822	0	0	0	0	0	0	0	0.466111	0.326598	
0.699114	0	0	0	0	0	0.00563174	0	0	0	0	0	0	0	0	0.00721801	0.00400552	0	0	0	0	0.00142102	0	0	0	0.0263015	0	0	0	0	0.699114	0.17194	
0.0366402	0	0	0	0	0	0.00240456	0	1.14752e-05	0	0.00844944	0	0	0	0	0	0	0	0	0	0	0.00103217	0.00558222	0	0	0.00473066	0	0	0.0291203	0	0.0366402	0.822995	
0.804483	0	0	0	0	0	0	0	0	0	0	0.0215329	0	0	0	0	0	0	0	0	5.93314e-05	0	0.00332949	0	0.000973213	0	0.020084	0	0	0	0.804483	0.110963	
0.831401	0	0.00861059	0	0	0	0	0.00173714	0	0	0.0165592	0	0	0.00779828	0.0360806	0	0	0	0	0	0	0	0.00453822	0	0	0	0	0	0	0	0.831401	0.100968	



#Generation 170 / 500
currentGen	170
evaluateCount	8500
totalTime	14.9041
firstFrontCount	50
frontCount	1
avgEvalTime	3.16828e-05
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Obj1	Obj2	
1	0	0	0	0	0	8.1235e-05	0	6.92356e-07	0	0	0	0.00335101	0	0	0	0	0	0	0	0.000247574	0	0.0147074	0	0	0	0.0168169	0	0	0	1	0.00547765	
0	0.00327139	0.00166698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000191054	1.61356e-05	0	0	0	0	0	0	0	0	1.0016	
0.475598	0	0	0	0	0	0	0.00362232	0	0	0.00557369	0	0.00494344	0	0	0.0273665	0	0	0	0	0	0.0136846	0	0	0	0	0	0	0	0	0.475598	0.321611	
0.548952	0	0	0	0	0	0.00563174	0	0	0	0	0.028719	0	0	0	0.00174379	0	0	0	0	0	0	0.042768	0	0	0.0269417	0	0	0	0	0.548952	0.279857	
0.959252	0.000741922	0	0	0	0	0	0.00118842	1.1792e-05	0	0	0	0	0	0	0	0	0	0	0	0.000247574	0	0	0	0	0	0.00334464	0	0.00212541	0	0.959252	0.0217997	
0.021068	0	0.00553092	0	0	0	1.99237e-05	0.000730121	0	0	0.00797062	0.00267279	0	0	0	0	0	0.00303378	0	0	0	0.00532136	0	4.23586e-05	0	0	0.00244924	0.0044773	0	0	0.021068	0.864136	
0.606282	0.000741922	0	0	0	0	0	0.00118842	1.1792e-05	0	0	0	0	0	0	0	0	0	0	0	0.000247574	0	0	0	0	0.0269006	0.00334464	0	0.00212541	0	0.606282	0.22792	
0.218662	0.00032315	0	0	0	0	8.03992e-06	0	0	0	0	0.000256803	0	0	0	0.0017925	0	0	0	0.000188086	0.00317031	0	1.64125e-05	0	0	0.00902033	0	0	0	0	0.218662	0.535901	
0.585375	0.00963375	0.000518017	0	0	0	0.00343689	0.0106079	0.00502512	0	0.00589884	0	0.022034	0	0	0.00183889	0	0	0.000862367	0	0	0	0	0	0	0	0	0	0	0	0.585375	0.246404	
0.0363894	0.00327139	0	0	0	0.00257171	0	0	0	0	0	0	0	0	0	0.00132149	0	0	0	0	0	0.00103217	1.61356e-05	0	0	0.00292372	0	0	0	0	0.0363894	0.812367	
0.00406957	0.00032315	0	0	0	0	0	0	0.00155247	0	0	0.000256803	0	0	0	0.0017925	0	0	0	0.00281095	0	0	0	0	0	0.0171517	0	0	0	0	0.00406957	0.943384	
0.168008	0	0	0	0	0	0	0.0024185	8.29237e-07	0	0	0	0	0	0	0.00721801	0	0	0	0	0	0	0	0	0	0.00460372	0	0	0	0	0.168008	0.593627	
0.2543	0	0	0	0	0.00176607	0.00208232	0.0164967	0	0	0	0	0	0	0	0	0	0	0.00076638	0	0	0	0.000176366	0	0	0.0289083	0	0	0	0	0.2543	0.507384	
0.918665	0.000741922	0	0	0	0	0.000622137	0.00118842	1.1792e-05	0	0	0.00813631	5.31719e-05	0	0	0	0	0	0	0	0.000247574	0	0.0147074	0	0	0	0.0167346	0	0.00212541	0	0.918665	0.0487555	
0.0138381	0	0	0.00141012	0	0.0197706	0.000383552	0	3.4508e-07	0	0	0	0	0	0	0.0506228	0	0	0	0	0	0.00586789	0	0	0.00470798	0	0.0179169	0	0	0	0.0138381	0.911787	
0.848803	0	0	0	0	0	0.00563174	0	8.29237e-07	0	0	0	0	0	0	0.00721801	0	0	0	0	0	0	0	0	0	0.00460372	0	0	0	0	0.848803	0.0816197	
0.286143	0	0	0	0	0	0	0	8.29237e-07	0	0	0	0	0	0	0.00600469	0	0	0	0	0	0	0	0	0	0.00460372	0	0	0	0	0.286143	0.467489	
0.72319	0	0	0	0	0	0.00830749	0	0	0	0	0.000393833	0	0	0.000748349	0.0273665	0	0	0	6.82293e-05	0.025671	0	0	0	0	0	0	0	0	0	0.72319	0.160793	
0.435916	0	0	0	0	0	0	0.00362232	0	0	0.00557369	0	0	0	0	0.0273665	0	0	0	0	0	0.0136846	0	0	0	0	0	0	0	0	0.435916	0.350227	
0.689316	0	0	0	0	0	0.0044925	0.024425	0.00188469	0	0.00589884	0	0	0	0	0.00146687	0	0	0	0	0	0.0230381	0.0136343	0	0	0	0	0	0	0	0.689316	0.183389	
0.651605	0	0	0	0	0	0.000688851	0	3.86648e-06	0	2.33229e-06	0	0.0295656	0	0	0	0	0	0	0	0	0	0	0	0	0.00201112	0	0	0	0	0.651605	0.198762	
0.0508446	0	0.00402596	0	0	0	0	0.00420107	1.14752e-05	0	0	2.21391e-05	0	0	0	0	0	0	0	0	0.00365877	0	0	0	0	0	0	0.00315414	0.00248075	0	0.0508446	0.779347	
0.337471	0	0	0	0	0	0.000132968	0	0	0	0.00557369	0	0.00276019	0	0.000277157	0.0105148	0	0	0	0	0	0.00228927	0	0	0	0	0	0.00129673	0	0	0.337471	0.424111	
0.268705	0	0	0	0	0	0.00563174	0	8.29237e-07	0	0	0	0	0	0	0.00721801	0	0	0	0	0	0	0	0	0	0.00460372	0	0	0.00204921	0	0.268705	0.486119	
0.889541	0	0	0	0	0	7.46153e-05	0	0	0	0.00557369	0	0	0	0.000277157	0.0273665	0	0	0	0	0	0.0136846	0	0	0	0	0	0	0	0	0.889541	0.0645741	
0.0751779	0.00327139	0	0	0	0.00257171	0.000614105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143805	0.00103217	1.61356e-05	0	0	0.00292372	0	0	0.0024341	0	0.0751779	0.729298	
0.360228	0.00032315	0	0	0	0	0	0	0	0	0	0.000256803	0	0	0	0.0017925	0	0	0	0.000102207	0.00317031	0	1.64125e-05	0	0	0.0171517	0	0	0	0	0.360228	0.404769	
0.151291	0	0.00149028	0	0	0.0196593	0.00240456	0	1.14752e-05	0	0.00299317	0	0.00342295	0	0	0.00721801	0	0	0.00456559	0	0	0.00103217	0.000819795	0	0	0.005419	0	0	0.0112115	0	0.151291	0.626117	
0.515657	0	0	0	0	0	0.00058789	0	1.64202e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287294	0	0.0503766	0.0289083	0.00220526	0.0042039	0.0109488	0	0.515657	0.301908	
0.77987	0	0	0	0	0	0.0044925	0.024425	0.00188469	0	0.00589884	0	0	0	0	0.00146687	0	0	0	0	0	0.0230381	0.0136343	0	0	0	0	0	0	0	0.77987	0.129927	
0.804483	0	0	0	0	0	0	0	0	0	0	0.0215329	0	0	0	0	0	0	0	0	5.93314e-05	0	0.00332949	0	0.000973213	0	0.020084	0	0	0	0.804483	0.110963	
0.191975	0	0.00402596	0	0	0	0	0.00420107	1.14752e-05	0	0	2.21391e-05	0	0	0	0	0	0	0	0	0.00365877	0	0	0	0	0	0	0.00315414	0.00233356	0	0.191975	0.566071	
0.0944275	0	0.00402596	0	0	0	0	0.00420107	1.14752e-05	0	0	2.21391e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00248075	0	0.0944275	0.695531	
0.0751779	0.00327139	0	0	0	0.00257171	0.000614105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143805	0.00103217	1.61356e-05	0	0	0.00292372	0	0	0.0024341	0	0.0751779	0.729298	
0.199611	0	0	0	0	0	0.00447226	0	1.14752e-05	0	0	0	0	0	0.0196397	0.000967512	0	0	0	0	0	0	0	0	0	0.0263015	0	0	0	0	0.199611	0.565622	
0.831401	0	0.00861059	0	0	0	0	0.00173714	0	0	0.0165592	0	0	0.00779828	0.0360806	0.000641667	0	0	0	0	0	0	0.00250292	0	0	0	0	0	0	0	0.831401	0.100731	
0.389208	0	0	0	0	0	0.00563174	0	8.29237e-07	0	0	0.00023635	0	0	0	0.00721801	0	0	0	0	0	0	0	0	0	0.00460372	0	0	0	0	0.389208	0.379915	
0.0973151	0	0.00402596	0	0	0	0	0.00420107	1.14752e-05	0	0	2.21391e-05	0	0	0	0	0	0	0	0	0.00236338	0	0	0	0	0	0	0.00315414	0.00248075	0	0.0973151	0.692306	
0.379155	0.00327139	0	0	0	0.00257171	0	0	0	0	0	0	0	0	0	0.0565675	0	0	0	0	0	0.00103217	1.61356e-05	0	0	0.00292372	0	0	0	0	0.379155	0.398535	
0.120385	0	0	0	0	0	0.00240456	0	1.14752e-05	0	0.00844944	0	0	0	0	0	0	0	0	0	0	0.00103217	0.00571109	0	0	0.00473066	0	0	0.0291203	0	0.120385	0.666245	
0.319959	0	0	0	0	0	0.00563174	0	0	0	0	0	0	0	0	0.00721801	0.00400552	0	0	0	0	0	0	0	0	0.0263015	0	0	0	0	0.319959	0.443969	
0.515657	0	0	0	0	0	0.00058789	0	1.64202e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287294	0	0.0503766	0.0289083	0.00220526	0.0042039	0.0109488	0	0.515657	0.301908	
0.404994	0	0.00184168	0	0	0	0	0.000917743	2.05829e-06	0	2.09664e-06	0	0	0	0	0.00428747	0	0	0	0	0	0.00247143	0.000819795	0	0	0	0	0	0.0105262	0	0.404994	0.368027	
0.764906	0	0	0	0	0	8.1235e-05	0	1.1792e-05	0	0	0	0.00335101	0	0	0	0	0	0	0	5.00663e-05	0	0.0147074	0	0	0	0.0229309	0	0.00212541	0	0.764906	0.132985	
0.120385	0	0	0	0	0	0.00240456	0	1.14752e-05	0	0.00844944	0	0	0	0	0	0	0	0	0	0	0.00103217	0.00571109	0	0	0.00473066	0	0	0.0291203	0	0.120385	0.666245	
0.429145	0	0	0	0	0	0.000132968	0	0	0	0.00557369	0	0.00276019	0	0.000277157	0.0105148	0	0	0	0	0	0.00228927	0.0336542	0	0	0	0	0.00129673	0	0.0495192	0.429145	0.367121	
0.047957	0	0.00402596	0	0	0	0	0.00420107	1.14752e-05	0	0	2.21391e-05	0	0	0	0	0	0	0	0	0.00129539	0	0	0	0	0	0	0	0.00248075	0	0.047957	0.784336	
0.664962	0	0	0	0	0	8.1235e-05	0	0	0	0	0	0.00335101	0	0	0	0	0	0	0	5.00663e-05	0	0.0147074	0	0	0	0.0229309	0	0.00212541	0	0.664962	0.192515	
0.901922	0	0	0	0	0	0.00563174	0	0	0	0	0.028719	0	0	0	0.00174379	0	0	0	0	0	0	0.042768	0	0	4.10761e-05	0	0	0	0	0.901922	0.0632341	
0.319959	0	0	0	0	0	0.00563174	0	0	0	0	0	0	0	0	0.00721801	0.00400552	0	0	0	0	0	0	0	0	0.0263015	0	0	0	0	0.319959	0.443969	



#Generation 180 / 500
currentGen	180
evaluateCount	9000
totalTime	15.6002
firstFrontCount	50
frontCount	1
avgEvalTime	0.000134444
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Obj1	Obj2	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4471e-05	1.61356e-05	0	0	0	0	0	0	0	0	1.00003	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4471e-05	1.61356e-05	0	0	0	0	0	0	0	0	1.00003	
1	0	0	0	0	0	0	0	0	0	0	0	0.00328334	0	0	0	0	0	0	0	0.000247574	0	0	0	0	0	0.0168169	0	0	0	1	0.00316238	
0.00406957	0.00032315	0	0	0	0	0	0	0.00155247	0	0	0.000256803	0	0	0	0.0017925	0	0	0	0.00281095	0	0	0	0	0	0.0171517	0	0	0	0	0.00406957	0.943384	
0.0363894	0.00327139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103217	1.61356e-05	0	0	0.00292372	0	0	0	0	0.0363894	0.811274	
0.889541	0	0	0	0	0	7.46153e-05	0	0	0	0.00557369	0	0	0	0.000277157	0.0273665	0	0	0	0	0	0.0136846	0	0	0	0	0	0	0	0	0.889541	0.0645741	
0.0508446	0	0.00402596	0	0	0	0	0	1.14752e-05	0	0	0	0	0	0	0	0	0	0	0	0.00365877	0	0	0	0	0	0	0.00175681	0	0	0.0508446	0.777116	
